MANDT,PLNTY,PLNNR,PLNAL,ZAEHL,DATUV,TECHV,AENNR,LOEKZ,PARKZ,ANDAT,ANNAM,AEDAT,AENAM,VERWE,WERKS,STATU,PLNME,LOSVN,LOSBS,VAGRP,AESZN,KTEXT,TXTSP,ABDAT,ABANZ,PROFIDNETZ,KOKRS,QVEWERKS,QVEMENGE,QVEVERSION,QVEDATUM,QVEGRUPPE,QVECODE,QDYNREGEL,QDYNHEAD,QPRZIEHVER,QVERSNPRZV,QKZRASTER,QDYNSTRING,STRAT,PPOOL,ISTRU,IWERK,ANLZU,ARBID,EXTNUM,DELKZ,ARBTY,STUPR,CLNDR,PRTYP,REODAT,NETID,FLG_CHK,PSPNR,TTRAS,KZKFG,PLNNR_ALT,FLG_CAPO,STLTY,STLNR,STLAL,SLWBEZ,PPKZTLZU,CHRULE,CCOAA,ST_ARBID,MEINH,UMREZ,UMREN,BMSCH,ADPSP,MS_FLAG,TSTMP_BW,MES_ROUTINGID,XHIERTL,TL_EXTID
200,Q,10007567,03,00007568,20240725,TECH_STATUS_07,CHG000000067,"","",20260212,USER_167,20260212,CHG_USER_067,002,PL08,HOLD,EA,68.000,167.000,008,007567,Routing for Material 0067,E,20260212,17,PROF017,K001,PL08,UDSET0167,007567,20260212,UDGRP0067,A002,003,1,SAMP0067,007567,X,0000007567,STR017,PKG017,000000000000100067,PL08,1,00008567,1,"",01,SETUP067,CLEAN067,1,20260212,00009567,X,00010567,007567,X,OLD_000567,X,M,00007567,01,003,1,1,574,00011567,EA,1,1,1.000,REF_ELEMENT_7567,X,1000000000007567,MES_ROUT_7567,X,EXT_TASKLIST_7567
300,R,10007568,04,00007569,20240724,TECH_STATUS_08,CHG000000068,"","",20260212,USER_168,20260212,CHG_USER_068,003,PL09,REL,EA,69.000,168.000,009,007568,Routing for Material 0068,E,20260212,18,PROF018,K001,PL09,UDSET0168,007568,20260212,UDGRP0068,A002,004,1,SAMP0068,007568,X,0000007568,STR018,PKG018,000000000000100068,PL09,1,00008568,1,"",01,SETUP068,CLEAN068,1,20260212,00009568,X,00010568,007568,X,OLD_000568,X,M,00007568,01,004,1,1,575,00011568,EA,1,1,1.000,REF_ELEMENT_7568,X,1000000000007568,MES_ROUT_7568,X,EXT_TASKLIST_7568
100,N,10007569,05,00007570,20240723,TECH_STATUS_09,CHG000000069,"","",20260212,USER_169,20260212,CHG_USER_069,001,PL10,CRTD,EA,70.000,169.000,010,007569,Routing for Material 0069,E,20260212,19,PROF019,K001,PL10,UDSET0169,007569,20260212,UDGRP0069,A002,005,1,SAMP0069,007569,X,0000007569,STR019,PKG019,000000000000100069,PL10,1,00008569,1,"",01,SETUP069,CLEAN069,1,20260212,00009569,X,00010569,007569,X,OLD_000569,X,M,00007569,01,005,1,1,576,00011569,EA,1,1,1.000,REF_ELEMENT_7569,X,1000000000007569,MES_ROUT_7569,X,EXT_TASKLIST_7569
200,Q,10007570,01,00007571,20240722,TECH_STATUS_10,CHG000000070,"",X,20260212,USER_170,20260212,CHG_USER_070,002,PL11,INAC,EA,71.000,170.000,001,007570,Routing for Material 0070,E,20260212,20,PROF020,K001,PL11,UDSET0170,007570,20260212,UDGRP0070,A001,001,1,SAMP0070,007570,X,0000007570,STR020,PKG020,000000000000100070,PL11,1,00008570,1,"",01,SETUP070,CLEAN070,1,20260212,00009570,X,00010570,007570,X,OLD_000570,X,M,00007570,01,001,1,1,577,00011570,EA,1,1,1.000,REF_ELEMENT_7570,X,1000000000007570,MES_ROUT_7570,X,EXT_TASKLIST_7570
300,R,10007571,02,00007572,20240721,TECH_STATUS_11,CHG000000071,"","",20260212,USER_171,20260212,CHG_USER_071,003,PL12,HOLD,EA,72.000,171.000,002,007571,Routing for Material 0071,E,20260212,21,PROF021,K001,PL12,UDSET0171,007571,20260212,UDGRP0071,R001,002,1,SAMP0071,007571,X,0000007571,STR021,PKG021,000000000000100071,PL12,1,00008571,1,"",01,SETUP071,CLEAN071,1,20260212,00009571,X,00010571,007571,X,OLD_000571,X,M,00007571,01,002,1,1,578,00011571,EA,1,1,1.000,REF_ELEMENT_7571,X,1000000000007571,MES_ROUT_7571,X,EXT_TASKLIST_7571
100,N,10007572,03,00007573,20240720,TECH_STATUS_12,CHG000000072,"","",20260212,USER_172,20260212,CHG_USER_072,001,PL13,REL,EA,73.000,172.000,003,007572,Routing for Material 0072,E,20260212,22,PROF022,K001,PL13,UDSET0172,007572,20260212,UDGRP0072,A002,003,1,SAMP0072,007572,X,0000007572,STR022,PKG022,000000000000100072,PL13,1,00008572,1,"",01,SETUP072,CLEAN072,1,20260212,00009572,X,00010572,007572,X,OLD_000572,X,M,00007572,01,003,1,1,579,00011572,EA,1,1,1.000,REF_ELEMENT_7572,X,1000000000007572,MES_ROUT_7572,X,EXT_TASKLIST_7572
200,Q,10007573,04,00007574,20240719,TECH_STATUS_13,CHG000000073,"","",20260212,USER_173,20260212,CHG_USER_073,002,PL14,CRTD,EA,74.000,173.000,004,007573,Routing for Material 0073,E,20260212,23,PROF023,K001,PL14,UDSET0173,007573,20260212,UDGRP0073,A002,004,1,SAMP0073,007573,X,0000007573,STR023,PKG023,000000000000100073,PL14,1,00008573,1,"",01,SETUP073,CLEAN073,1,20260212,00009573,X,00010573,007573,X,OLD_000573,X,M,00007573,01,004,1,1,580,00011573,EA,1,1,1.000,REF_ELEMENT_7573,X,1000000000007573,MES_ROUT_7573,X,EXT_TASKLIST_7573
300,R,10007574,05,00007575,20240718,TECH_STATUS_14,CHG000000074,"","",20260212,USER_174,20260212,CHG_USER_074,003,PL15,INAC,EA,75.000,174.000,005,007574,Routing for Material 0074,E,20260212,24,PROF024,K001,PL15,UDSET0174,007574,20260212,UDGRP0074,A002,005,1,SAMP0074,007574,X,0000007574,STR024,PKG024,000000000000100074,PL15,1,00008574,1,"",01,SETUP074,CLEAN074,1,20260212,00009574,X,00010574,007574,X,OLD_000574,X,M,00007574,01,005,1,1,581,00011574,EA,1,1,1.000,REF_ELEMENT_7574,X,1000000000007574,MES_ROUT_7574,X,EXT_TASKLIST_7574
100,N,10007575,01,00007576,20240717,TECH_STATUS_15,CHG000000075,X,"",20260212,USER_175,20260212,CHG_USER_075,001,PL16,HOLD,EA,76.000,175.000,006,007575,Routing for Material 0075,E,20260212,25,PROF025,K001,PL16,UDSET0175,007575,20260212,UDGRP0075,A001,001,1,SAMP0075,007575,X,0000007575,STR025,PKG025,000000000000100075,PL16,1,00008575,1,"",01,SETUP075,CLEAN075,1,20260212,00009575,X,00010575,007575,X,OLD_000575,X,M,00007575,01,001,1,1,582,00011575,EA,1,1,1.000,REF_ELEMENT_7575,X,1000000000007575,MES_ROUT_7575,X,EXT_TASKLIST_7575
200,Q,10007576,02,00007577,20240716,TECH_STATUS_16,CHG000000076,"","",20260212,USER_176,20260212,CHG_USER_076,002,PL17,REL,EA,77.000,176.000,007,007576,Routing for Material 0076,E,20260212,26,PROF026,K001,PL17,UDSET0176,007576,20260212,UDGRP0076,R001,002,1,SAMP0076,007576,X,0000007576,STR026,PKG026,000000000000100076,PL17,1,00008576,1,"",01,SETUP076,CLEAN076,1,20260212,00009576,X,00010576,007576,X,OLD_000576,X,M,00007576,01,002,1,1,583,00011576,EA,1,1,1.000,REF_ELEMENT_7576,X,1000000000007576,MES_ROUT_7576,X,EXT_TASKLIST_7576
300,R,10007577,03,00007578,20240715,TECH_STATUS_17,CHG000000077,"","",20260212,USER_177,20260212,CHG_USER_077,003,PL18,CRTD,EA,78.000,177.000,008,007577,Routing for Material 0077,E,20260212,27,PROF027,K001,PL18,UDSET0177,007577,20260212,UDGRP0077,A002,003,1,SAMP0077,007577,X,0000007577,STR027,PKG027,000000000000100077,PL18,1,00008577,1,"",01,SETUP077,CLEAN077,1,20260212,00009577,X,00010577,007577,X,OLD_000577,X,M,00007577,01,003,1,1,584,00011577,EA,1,1,1.000,REF_ELEMENT_7577,X,1000000000007577,MES_ROUT_7577,X,EXT_TASKLIST_7577
100,N,10007578,04,00007579,20240714,TECH_STATUS_18,CHG000000078,"","",20260212,USER_178,20260212,CHG_USER_078,001,PL19,INAC,EA,79.000,178.000,009,007578,Routing for Material 0078,E,20260212,28,PROF028,K001,PL19,UDSET0178,007578,20260212,UDGRP0078,A002,004,1,SAMP0078,007578,X,0000007578,STR028,PKG028,000000000000100078,PL19,1,00008578,1,"",01,SETUP078,CLEAN078,1,20260212,00009578,X,00010578,007578,X,OLD_000578,X,M,00007578,01,004,1,1,585,00011578,EA,1,1,1.000,REF_ELEMENT_7578,X,1000000000007578,MES_ROUT_7578,X,EXT_TASKLIST_7578
200,Q,10007579,05,00007580,20240713,TECH_STATUS_19,CHG000000079,"","",20260212,USER_179,20260212,CHG_USER_079,002,PL20,HOLD,EA,80.000,179.000,010,007579,Routing for Material 0079,E,20260212,29,PROF029,K001,PL20,UDSET0179,007579,20260212,UDGRP0079,A002,005,1,SAMP0079,007579,X,0000007579,STR029,PKG029,000000000000100079,PL20,1,00008579,1,"",01,SETUP079,CLEAN079,1,20260212,00009579,X,00010579,007579,X,OLD_000579,X,M,00007579,01,005,1,1,586,00011579,EA,1,1,1.000,REF_ELEMENT_7579,X,1000000000007579,MES_ROUT_7579,X,EXT_TASKLIST_7579
300,R,10007580,01,00007581,20240712,TECH_STATUS_00,CHG000000080,"",X,20260212,USER_180,20260212,CHG_USER_080,003,PL01,REL,EA,81.000,180.000,001,007580,Routing for Material 0080,E,20260212,30,PROF030,K001,PL01,UDSET0180,007580,20260212,UDGRP0080,A001,001,1,SAMP0080,007580,X,0000007580,STR030,PKG030,000000000000100080,PL01,1,00008580,1,X,01,SETUP080,CLEAN080,1,20260212,00009580,X,00010580,007580,X,OLD_000580,X,M,00007580,01,001,1,1,587,00011580,EA,1,1,1.000,REF_ELEMENT_7580,X,1000000000007580,MES_ROUT_7580,X,EXT_TASKLIST_7580
100,N,10007581,02,00007582,20240711,TECH_STATUS_01,CHG000000081,"","",20260212,USER_181,20260212,CHG_USER_081,001,PL02,CRTD,EA,82.000,181.000,002,007581,Routing for Material 0081,E,20260212,31,PROF031,K001,PL02,UDSET0181,007581,20260212,UDGRP0081,R001,002,1,SAMP0081,007581,X,0000007581,STR031,PKG031,000000000000100081,PL02,1,00008581,1,"",01,SETUP081,CLEAN081,1,20260212,00009581,X,00010581,007581,X,OLD_000581,X,M,00007581,01,002,1,1,588,00011581,EA,1,1,1.000,REF_ELEMENT_7581,X,1000000000007581,MES_ROUT_7581,X,EXT_TASKLIST_7581
200,Q,10007582,03,00007583,20240710,TECH_STATUS_02,CHG000000082,"","",20260212,USER_182,20260212,CHG_USER_082,002,PL03,INAC,EA,83.000,182.000,003,007582,Routing for Material 0082,E,20260212,32,PROF032,K001,PL03,UDSET0182,007582,20260212,UDGRP0082,A002,003,1,SAMP0082,007582,X,0000007582,STR032,PKG032,000000000000100082,PL03,1,00008582,1,"",01,SETUP082,CLEAN082,1,20260212,00009582,X,00010582,007582,X,OLD_000582,X,M,00007582,01,003,1,1,589,00011582,EA,1,1,1.000,REF_ELEMENT_7582,X,1000000000007582,MES_ROUT_7582,X,EXT_TASKLIST_7582
300,R,10007583,04,00007584,20240709,TECH_STATUS_03,CHG000000083,"","",20260212,USER_183,20260212,CHG_USER_083,003,PL04,HOLD,EA,84.000,183.000,004,007583,Routing for Material 0083,E,20260212,33,PROF033,K001,PL04,UDSET0183,007583,20260212,UDGRP0083,A002,004,1,SAMP0083,007583,X,0000007583,STR033,PKG033,000000000000100083,PL04,1,00008583,1,"",01,SETUP083,CLEAN083,1,20260212,00009583,X,00010583,007583,X,OLD_000583,X,M,00007583,01,004,1,1,590,00011583,EA,1,1,1.000,REF_ELEMENT_7583,X,1000000000007583,MES_ROUT_7583,X,EXT_TASKLIST_7583
100,N,10007584,05,00007585,20240708,TECH_STATUS_04,CHG000000084,"","",20260212,USER_184,20260212,CHG_USER_084,001,PL05,REL,EA,85.000,184.000,005,007584,Routing for Material 0084,E,20260212,34,PROF034,K001,PL05,UDSET0184,007584,20260212,UDGRP0084,A002,005,1,SAMP0084,007584,X,0000007584,STR034,PKG034,000000000000100084,PL05,1,00008584,1,"",01,SETUP084,CLEAN084,1,20260212,00009584,X,00010584,007584,X,OLD_000584,X,M,00007584,01,005,1,1,591,00011584,EA,1,1,1.000,REF_ELEMENT_7584,X,1000000000007584,MES_ROUT_7584,X,EXT_TASKLIST_7584
200,Q,10007585,01,00007586,20240707,TECH_STATUS_05,CHG000000085,"","",20260212,USER_185,20260212,CHG_USER_085,002,PL06,CRTD,EA,86.000,185.000,006,007585,Routing for Material 0085,E,20260212,35,PROF035,K001,PL06,UDSET0185,007585,20260212,UDGRP0085,A001,001,1,SAMP0085,007585,X,0000007585,STR035,PKG035,000000000000100085,PL06,1,00008585,1,"",01,SETUP085,CLEAN085,1,20260212,00009585,X,00010585,007585,X,OLD_000585,X,M,00007585,01,001,1,1,592,00011585,EA,1,1,1.000,REF_ELEMENT_7585,X,1000000000007585,MES_ROUT_7585,X,EXT_TASKLIST_7585
300,R,10007586,02,00007587,20240706,TECH_STATUS_06,CHG000000086,"","",20260212,USER_186,20260212,CHG_USER_086,003,PL07,INAC,EA,87.000,186.000,007,007586,Routing for Material 0086,E,20260212,36,PROF036,K001,PL07,UDSET0186,007586,20260212,UDGRP0086,R001,002,1,SAMP0086,007586,X,0000007586,STR036,PKG036,000000000000100086,PL07,1,00008586,1,"",01,SETUP086,CLEAN086,1,20260212,00009586,X,00010586,007586,X,OLD_000586,X,M,00007586,01,002,1,1,593,00011586,EA,1,1,1.000,REF_ELEMENT_7586,X,1000000000007586,MES_ROUT_7586,X,EXT_TASKLIST_7586
100,N,10007587,03,00007588,20240705,TECH_STATUS_07,CHG000000087,"","",20260212,USER_187,20260212,CHG_USER_087,001,PL08,HOLD,EA,88.000,187.000,008,007587,Routing for Material 0087,E,20260212,37,PROF037,K001,PL08,UDSET0187,007587,20260212,UDGRP0087,A002,003,1,SAMP0087,007587,X,0000007587,STR037,PKG037,000000000000100087,PL08,1,00008587,1,"",01,SETUP087,CLEAN087,1,20260212,00009587,X,00010587,007587,X,OLD_000587,X,M,00007587,01,003,1,1,594,00011587,EA,1,1,1.000,REF_ELEMENT_7587,X,1000000000007587,MES_ROUT_7587,X,EXT_TASKLIST_7587
200,Q,10007588,04,00007589,20240704,TECH_STATUS_08,CHG000000088,"","",20260212,USER_188,20260212,CHG_USER_088,002,PL09,REL,EA,89.000,188.000,009,007588,Routing for Material 0088,E,20260212,38,PROF038,K001,PL09,UDSET0188,007588,20260212,UDGRP0088,A002,004,1,SAMP0088,007588,X,0000007588,STR038,PKG038,000000000000100088,PL09,1,00008588,1,"",01,SETUP088,CLEAN088,1,20260212,00009588,X,00010588,007588,X,OLD_000588,X,M,00007588,01,004,1,1,595,00011588,EA,1,1,1.000,REF_ELEMENT_7588,X,1000000000007588,MES_ROUT_7588,X,EXT_TASKLIST_7588
300,R,10007589,05,00007590,20240703,TECH_STATUS_09,CHG000000089,"","",20260212,USER_189,20260212,CHG_USER_089,003,PL10,CRTD,EA,90.000,189.000,010,007589,Routing for Material 0089,E,20260212,39,PROF039,K001,PL10,UDSET0189,007589,20260212,UDGRP0089,A002,005,1,SAMP0089,007589,X,0000007589,STR039,PKG039,000000000000100089,PL10,1,00008589,1,"",01,SETUP089,CLEAN089,1,20260212,00009589,X,00010589,007589,X,OLD_000589,X,M,00007589,01,005,1,1,596,00011589,EA,1,1,1.000,REF_ELEMENT_7589,X,1000000000007589,MES_ROUT_7589,X,EXT_TASKLIST_7589
100,N,10007590,01,00007591,20240702,TECH_STATUS_10,CHG000000090,X,X,20260212,USER_190,20260212,CHG_USER_090,001,PL11,INAC,EA,91.000,190.000,001,007590,Routing for Material 0090,E,20260212,40,PROF040,K001,PL11,UDSET0190,007590,20260212,UDGRP0090,A001,001,1,SAMP0090,007590,X,0000007590,STR040,PKG040,000000000000100090,PL11,1,00008590,1,"",01,SETUP090,CLEAN090,1,20260212,00009590,X,00010590,007590,X,OLD_000590,X,M,00007590,01,001,1,1,597,00011590,EA,1,1,1.000,REF_ELEMENT_7590,X,1000000000007590,MES_ROUT_7590,X,EXT_TASKLIST_7590
200,Q,10007591,02,00007592,20240701,TECH_STATUS_11,CHG000000091,"","",20260212,USER_191,20260212,CHG_USER_091,002,PL12,HOLD,EA,92.000,191.000,002,007591,Routing for Material 0091,E,20260212,41,PROF041,K001,PL12,UDSET0191,007591,20260212,UDGRP0091,R001,002,1,SAMP0091,007591,X,0000007591,STR041,PKG041,000000000000100091,PL12,1,00008591,1,"",01,SETUP091,CLEAN091,1,20260212,00009591,X,00010591,007591,X,OLD_000591,X,M,00007591,01,002,1,1,598,00011591,EA,1,1,1.000,REF_ELEMENT_7591,X,1000000000007591,MES_ROUT_7591,X,EXT_TASKLIST_7591
300,R,10007592,03,00007593,20240630,TECH_STATUS_12,CHG000000092,"","",20260212,USER_192,20260212,CHG_USER_092,003,PL13,REL,EA,93.000,192.000,003,007592,Routing for Material 0092,E,20260212,42,PROF042,K001,PL13,UDSET0192,007592,20260212,UDGRP0092,A002,003,1,SAMP0092,007592,X,0000007592,STR042,PKG042,000000000000100092,PL13,1,00008592,1,"",01,SETUP092,CLEAN092,1,20260212,00009592,X,00010592,007592,X,OLD_000592,X,M,00007592,01,003,1,1,599,00011592,EA,1,1,1.000,REF_ELEMENT_7592,X,1000000000007592,MES_ROUT_7592,X,EXT_TASKLIST_7592
100,N,10007593,04,00007594,20240629,TECH_STATUS_13,CHG000000093,"","",20260212,USER_193,20260212,CHG_USER_093,001,PL14,CRTD,EA,94.000,193.000,004,007593,Routing for Material 0093,E,20260212,43,PROF043,K001,PL14,UDSET0193,007593,20260212,UDGRP0093,A002,004,1,SAMP0093,007593,X,0000007593,STR043,PKG043,000000000000100093,PL14,1,00008593,1,"",01,SETUP093,CLEAN093,1,20260212,00009593,X,00010593,007593,X,OLD_000593,X,M,00007593,01,004,1,1,600,00011593,EA,1,1,1.000,REF_ELEMENT_7593,X,1000000000007593,MES_ROUT_7593,X,EXT_TASKLIST_7593
200,Q,10007594,05,00007595,20240628,TECH_STATUS_14,CHG000000094,"","",20260212,USER_194,20260212,CHG_USER_094,002,PL15,INAC,EA,95.000,194.000,005,007594,Routing for Material 0094,E,20260212,44,PROF044,K001,PL15,UDSET0194,007594,20260212,UDGRP0094,A002,005,1,SAMP0094,007594,X,0000007594,STR044,PKG044,000000000000100094,PL15,1,00008594,1,"",01,SETUP094,CLEAN094,1,20260212,00009594,X,00010594,007594,X,OLD_000594,X,M,00007594,01,005,1,1,601,00011594,EA,1,1,1.000,REF_ELEMENT_7594,X,1000000000007594,MES_ROUT_7594,X,EXT_TASKLIST_7594
300,R,10007595,01,00007596,20240627,TECH_STATUS_15,CHG000000095,"","",20260212,USER_195,20260212,CHG_USER_095,003,PL16,HOLD,EA,96.000,195.000,006,007595,Routing for Material 0095,E,20260212,45,PROF045,K001,PL16,UDSET0195,007595,20260212,UDGRP0095,A001,001,1,SAMP0095,007595,X,0000007595,STR045,PKG045,000000000000100095,PL16,1,00008595,1,"",01,SETUP095,CLEAN095,1,20260212,00009595,X,00010595,007595,X,OLD_000595,X,M,00007595,01,001,1,1,602,00011595,EA,1,1,1.000,REF_ELEMENT_7595,X,1000000000007595,MES_ROUT_7595,X,EXT_TASKLIST_7595
100,N,10007596,02,00007597,20240626,TECH_STATUS_16,CHG000000096,"","",20260212,USER_196,20260212,CHG_USER_096,001,PL17,REL,EA,97.000,196.000,007,007596,Routing for Material 0096,E,20260212,46,PROF046,K001,PL17,UDSET0196,007596,20260212,UDGRP0096,R001,002,1,SAMP0096,007596,X,0000007596,STR046,PKG046,000000000000100096,PL17,1,00008596,1,"",01,SETUP096,CLEAN096,1,20260212,00009596,X,00010596,007596,X,OLD_000596,X,M,00007596,01,002,1,1,603,00011596,EA,1,1,1.000,REF_ELEMENT_7596,X,1000000000007596,MES_ROUT_7596,X,EXT_TASKLIST_7596
200,Q,10007597,03,00007598,20240625,TECH_STATUS_17,CHG000000097,"","",20260212,USER_197,20260212,CHG_USER_097,002,PL18,CRTD,EA,98.000,197.000,008,007597,Routing for Material 0097,E,20260212,47,PROF047,K001,PL18,UDSET0197,007597,20260212,UDGRP0097,A002,003,1,SAMP0097,007597,X,0000007597,STR047,PKG047,000000000000100097,PL18,1,00008597,1,"",01,SETUP097,CLEAN097,1,20260212,00009597,X,00010597,007597,X,OLD_000597,X,M,00007597,01,003,1,1,604,00011597,EA,1,1,1.000,REF_ELEMENT_7597,X,1000000000007597,MES_ROUT_7597,X,EXT_TASKLIST_7597
300,R,10007598,04,00007599,20240624,TECH_STATUS_18,CHG000000098,"","",20260212,USER_198,20260212,CHG_USER_098,003,PL19,INAC,EA,99.000,198.000,009,007598,Routing for Material 0098,E,20260212,48,PROF048,K001,PL19,UDSET0198,007598,20260212,UDGRP0098,A002,004,1,SAMP0098,007598,X,0000007598,STR048,PKG048,000000000000100098,PL19,1,00008598,1,"",01,SETUP098,CLEAN098,1,20260212,00009598,X,00010598,007598,X,OLD_000598,X,M,00007598,01,004,1,1,605,00011598,EA,1,1,1.000,REF_ELEMENT_7598,X,1000000000007598,MES_ROUT_7598,X,EXT_TASKLIST_7598
100,N,10007599,05,00007600,20240623,TECH_STATUS_19,CHG000000099,"","",20260212,USER_199,20260212,CHG_USER_099,001,PL20,HOLD,EA,100.000,199.000,010,007599,Routing for Material 0099,E,20260212,49,PROF049,K001,PL20,UDSET0199,007599,20260212,UDGRP0099,A002,005,1,SAMP0099,007599,X,0000007599,STR049,PKG049,000000000000100099,PL20,1,00008599,1,"",01,SETUP099,CLEAN099,1,20260212,00009599,X,00010599,007599,X,OLD_000599,X,M,00007599,01,005,1,1,606,00011599,EA,1,1,1.000,REF_ELEMENT_7599,X,1000000000007599,MES_ROUT_7599,X,EXT_TASKLIST_7599
200,Q,10007600,01,00007601,20240622,TECH_STATUS_00,CHG000000100,"",X,20260212,USER_000,20260212,CHG_USER_000,002,PL01,REL,EA,1.000,100.000,001,007600,Routing for Material 0100,E,20260212,0,PROF000,K001,PL01,UDSET0000,007600,20260212,UDGRP0100,A001,001,1,SAMP0000,007600,X,0000007600,STR000,PKG000,000000000000100100,PL01,1,00008600,1,X,01,SETUP000,CLEAN000,1,20260212,00009600,X,00010600,007600,X,OLD_000600,X,M,00007600,01,001,1,1,607,00011600,EA,1,1,1.000,REF_ELEMENT_7600,X,1000000000007600,MES_ROUT_7600,X,EXT_TASKLIST_7600
300,R,10007601,02,00007602,20240621,TECH_STATUS_01,CHG000000101,"","",20260212,USER_001,20260212,CHG_USER_001,003,PL02,CRTD,EA,2.000,101.000,002,007601,Routing for Material 0101,E,20260212,1,PROF001,K001,PL02,UDSET0001,007601,20260212,UDGRP0101,R001,002,1,SAMP0001,007601,X,0000007601,STR001,PKG001,000000000000100101,PL02,1,00008601,1,"",01,SETUP001,CLEAN001,1,20260212,00009601,X,00010601,007601,X,OLD_000601,X,M,00007601,01,002,1,1,608,00011601,EA,1,1,1.000,REF_ELEMENT_7601,X,1000000000007601,MES_ROUT_7601,X,EXT_TASKLIST_7601
100,N,10007602,03,00007603,20240620,TECH_STATUS_02,CHG000000102,"","",20260212,USER_002,20260212,CHG_USER_002,001,PL03,INAC,EA,3.000,102.000,003,007602,Routing for Material 0102,E,20260212,2,PROF002,K001,PL03,UDSET0002,007602,20260212,UDGRP0102,A002,003,1,SAMP0002,007602,X,0000007602,STR002,PKG002,000000000000100102,PL03,1,00008602,1,"",01,SETUP002,CLEAN002,1,20260212,00009602,X,00010602,007602,X,OLD_000602,X,M,00007602,01,003,1,1,609,00011602,EA,1,1,1.000,REF_ELEMENT_7602,X,1000000000007602,MES_ROUT_7602,X,EXT_TASKLIST_7602
200,Q,10007603,04,00007604,20240619,TECH_STATUS_03,CHG000000103,"","",20260212,USER_003,20260212,CHG_USER_003,002,PL04,HOLD,EA,4.000,103.000,004,007603,Routing for Material 0103,E,20260212,3,PROF003,K001,PL04,UDSET0003,007603,20260212,UDGRP0103,A002,004,1,SAMP0003,007603,X,0000007603,STR003,PKG003,000000000000100103,PL04,1,00008603,1,"",01,SETUP003,CLEAN003,1,20260212,00009603,X,00010603,007603,X,OLD_000603,X,M,00007603,01,004,1,1,610,00011603,EA,1,1,1.000,REF_ELEMENT_7603,X,1000000000007603,MES_ROUT_7603,X,EXT_TASKLIST_7603
300,R,10007604,05,00007605,20240618,TECH_STATUS_04,CHG000000104,"","",20260212,USER_004,20260212,CHG_USER_004,003,PL05,REL,EA,5.000,104.000,005,007604,Routing for Material 0104,E,20260212,4,PROF004,K001,PL05,UDSET0004,007604,20260212,UDGRP0104,A002,005,1,SAMP0004,007604,X,0000007604,STR004,PKG004,000000000000100104,PL05,1,00008604,1,"",01,SETUP004,CLEAN004,1,20260212,00009604,X,00010604,007604,X,OLD_000604,X,M,00007604,01,005,1,1,611,00011604,EA,1,1,1.000,REF_ELEMENT_7604,X,1000000000007604,MES_ROUT_7604,X,EXT_TASKLIST_7604
100,N,10007605,01,00007606,20240617,TECH_STATUS_05,CHG000000105,X,"",20260212,USER_005,20260212,CHG_USER_005,001,PL06,CRTD,EA,6.000,105.000,006,007605,Routing for Material 0105,E,20260212,5,PROF005,K001,PL06,UDSET0005,007605,20260212,UDGRP0105,A001,001,1,SAMP0005,007605,X,0000007605,STR005,PKG005,000000000000100105,PL06,1,00008605,1,"",01,SETUP005,CLEAN005,1,20260212,00009605,X,00010605,007605,X,OLD_000605,X,M,00007605,01,001,1,1,612,00011605,EA,1,1,1.000,REF_ELEMENT_7605,X,1000000000007605,MES_ROUT_7605,X,EXT_TASKLIST_7605
200,Q,10007606,02,00007607,20240616,TECH_STATUS_06,CHG000000106,"","",20260212,USER_006,20260212,CHG_USER_006,002,PL07,INAC,EA,7.000,106.000,007,007606,Routing for Material 0106,E,20260212,6,PROF006,K001,PL07,UDSET0006,007606,20260212,UDGRP0106,R001,002,1,SAMP0006,007606,X,0000007606,STR006,PKG006,000000000000100106,PL07,1,00008606,1,"",01,SETUP006,CLEAN006,1,20260212,00009606,X,00010606,007606,X,OLD_000606,X,M,00007606,01,002,1,1,613,00011606,EA,1,1,1.000,REF_ELEMENT_7606,X,1000000000007606,MES_ROUT_7606,X,EXT_TASKLIST_7606
300,R,10007607,03,00007608,20240615,TECH_STATUS_07,CHG000000107,"","",20260212,USER_007,20260212,CHG_USER_007,003,PL08,HOLD,EA,8.000,107.000,008,007607,Routing for Material 0107,E,20260212,7,PROF007,K001,PL08,UDSET0007,007607,20260212,UDGRP0107,A002,003,1,SAMP0007,007607,X,0000007607,STR007,PKG007,000000000000100107,PL08,1,00008607,1,"",01,SETUP007,CLEAN007,1,20260212,00009607,X,00010607,007607,X,OLD_000607,X,M,00007607,01,003,1,1,614,00011607,EA,1,1,1.000,REF_ELEMENT_7607,X,1000000000007607,MES_ROUT_7607,X,EXT_TASKLIST_7607
100,N,10007608,04,00007609,20240614,TECH_STATUS_08,CHG000000108,"","",20260212,USER_008,20260212,CHG_USER_008,001,PL09,REL,EA,9.000,108.000,009,007608,Routing for Material 0108,E,20260212,8,PROF008,K001,PL09,UDSET0008,007608,20260212,UDGRP0108,A002,004,1,SAMP0008,007608,X,0000007608,STR008,PKG008,000000000000100108,PL09,1,00008608,1,"",01,SETUP008,CLEAN008,1,20260212,00009608,X,00010608,007608,X,OLD_000608,X,M,00007608,01,004,1,1,615,00011608,EA,1,1,1.000,REF_ELEMENT_7608,X,1000000000007608,MES_ROUT_7608,X,EXT_TASKLIST_7608
