MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,UZEIT,BANFN,BNFPO,ESTKZ,QUNUM,QUPOS,MAHNZ,BEDAT,RSNUM,SERNR,FIXKZ,GLMNG,DABMG,CHARG,LICHA,CHKOM,VERID,ABART,MNG02,DAT01,ALTDT,MBDAT,MBUHR,LDDAT,LDUHR,TDDAT,TDUHR,WADAT,WAUHR,ELDAT,ELUHR,ANZSN,NODISP,HANDOVERDATE,HANDOVERTIME,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,OTB_STATUS,OTB_REASON,CHECK_TYPE,DL_ID,HANDOVER_DATE,NO_SCEM,DNG_DATE,DNG_TIME,CNCL_ANCMNT_DONE,DATESHIFT_NUMBER
400,4500000841,00040,0002,20260216,20260216,2,158.673,0,108.828,0,162253,PR63256547,00056,R,Q208641448,800,2,20260112,9973251172,SR059323,X,108.828,49.845,BATCH2899,VEND_BATCH083014,,V152,2,158.673,20260216,20260212,20260216,002130,20260214,200857,20260213,121827,20260216,004024,20260217,045352,7,,20260216,032524,9110902855314725,36207.87,INR,19282.43,176.49,B,002,2,8802ef0d25b14abfaf583d,20260216,,20260112,184114,X,3
200,4500000841,00050,0001,20250602,20250602,1,312.005,0,170.281,0,211436,PR36245589,00031,F,Q080317335,354,3,20250504,6619824575,SR597327,X,170.281,141.724,BATCH1961,VEND_BATCH833339,,V643,3,312.005,20250602,20250530,20250602,012135,20250531,100223,20250530,064917,20250602,015312,20250603,114039,2,X,20250602,192343,3372414899285657,10921.24,INR,5399.09,577.02,A,003,2,954272c552fb4e5f937454,20250602,X,20250504,040934,X,1
200,4500000842,00010,0001,20250712,20250712,2,193.933,0,141.077,0,083110,PR87673715,00030,F,Q998039391,113,1,20250630,4620095504,SR190459,X,141.077,52.856,BATCH7319,VEND_BATCH019724,X,V630,1,193.933,20250712,20250708,20250712,050158,20250710,024205,20250709,211230,20250712,071502,20250713,113942,4,X,20250712,024232,5232294240595140,42799.37,INR,15770.0,3525.24,A,001,1,6edb58dcb5c249db8ff243,20250712,X,20250630,090607,X,5
400,4500000842,00020,0001,20250616,20250616,1,165.102,0,161.517,0,223638,PR03609094,00010,R,Q715898768,129,0,20250606,9397883995,SR381658,X,161.517,3.585,BATCH4412,VEND_BATCH659206,X,V251,1,165.102,20250616,20250611,20250616,202215,20250614,014504,20250613,064207,20250616,064738,20250617,100534,2,X,20250616,111502,3042229185470802,1899.05,INR,12218.27,1915.17,A,003,1,582e1a1218d446c6a3d49b,20250616,,20250606,014622,,0
100,4500000842,00020,0002,20250412,20250412,2,165.102,0,92.763,0,081338,PR22167441,00062,B,Q937505729,252,2,20250319,6169648065,SR468761,X,92.763,72.339,BATCH4989,VEND_BATCH110012,,V518,3,165.102,20250412,20250411,20250412,080251,20250410,053023,20250409,233421,20250412,232706,20250413,054341,10,,20250412,003447,5489520049328164,1436.18,INR,14288.78,2524.79,A,001,2,5a909c9859b74fc79d8f78,20250412,X,20250319,072302,X,2
300,4500000842,00020,0003,20250811,20250811,1,165.102,0,154.557,0,233411,PR22372077,00025,F,Q207662139,601,3,20250709,6546554462,SR368896,,154.557,10.545,BATCH3435,VEND_BATCH186367,X,V348,3,165.102,20250811,20250807,20250811,194636,20250809,102419,20250808,192014,20250811,223312,20250812,221543,1,,20250811,072927,6868240406690581,38503.04,INR,8821.39,1203.31,B,003,1,e0ba5373956f43fd8331eb,20250811,,20250709,024230,X,5
400,4500000842,00030,0001,20250914,20250914,1,179.675,0,172.29,0,072416,PR51399906,00016,R,Q630536420,696,2,20250819,1802008890,SR920211,X,172.29,7.385,BATCH2801,VEND_BATCH628883,X,V770,1,179.675,20250914,20250911,20250914,221418,20250912,230739,20250911,104031,20250914,201150,20250915,044437,0,X,20250914,173944,9586185335870135,27127.52,INR,7910.98,869.75,C,002,1,9eae3d47b1114649889bce,20250914,,20250819,140704,X,5
100,4500000842,00040,0001,20250321,20250321,1,103.506,0,48.431,0,173209,PR89019156,00065,R,Q392784590,849,3,20250217,5181883059,SR452605,X,48.431,55.075,BATCH0213,VEND_BATCH384392,,V781,3,103.506,20250321,20250320,20250321,105251,20250319,124329,20250318,023757,20250321,020912,20250322,063538,6,X,20250321,072127,9366413040597905,35219.52,INR,16697.5,2045.92,B,001,2,ca24e11b6a5b4f829147c9,20250321,X,20250217,111654,X,1
200,4500000842,00040,0002,20250918,20250918,1,103.506,0,58.148,0,205008,PR59090806,00016,F,Q996638541,321,3,20250825,7313027686,SR509696,,58.148,45.358,BATCH8060,VEND_BATCH271967,X,V118,2,103.506,20250918,20250917,20250918,102036,20250916,014315,20250915,202026,20250918,105356,20250919,140337,2,X,20250918,200713,6370785697133212,48474.12,INR,1556.8,3085.93,C,001,2,c3fe8c321e81423b8647b5,20250918,X,20250825,062941,,2
300,4500000842,00040,0003,20251112,20251112,1,103.506,0,102.035,0,043326,PR26269137,00049,R,Q367035073,247,0,20250928,1348883103,SR818126,X,102.035,1.471,BATCH4516,VEND_BATCH461895,,V173,2,103.506,20251112,20251110,20251112,010401,20251110,201340,20251109,234812,20251112,181920,20251113,161205,0,,20251112,003340,1794640849960368,46218.3,INR,8692.4,4157.66,A,003,2,e3ff10908a5e424994f5e8,20251112,X,20250928,091238,X,2
200,4500000842,00050,0001,20260129,20260129,1,32.33,0,21.483,0,074242,PR24038863,00033,R,Q244411018,761,3,20260104,5448644108,SR418662,,21.483,10.847,BATCH4153,VEND_BATCH762362,X,V083,1,32.33,20260129,20260126,20260129,230804,20260127,153110,20260126,151221,20260129,003936,20260130,232727,3,,20260129,084753,3113471983625910,31322.7,INR,18662.12,315.86,A,003,2,db7fc6683453422f83cae3,20260129,X,20260104,143242,,1
300,4500000842,00050,0002,20250507,20250507,2,32.33,0,30.409,0,132745,PR17041688,00074,B,Q097149796,604,3,20250501,1375178482,SR372593,X,30.409,1.921,BATCH0697,VEND_BATCH898360,X,V013,2,32.33,20250507,20250502,20250507,225922,20250505,075510,20250504,013632,20250507,135210,20250508,013328,8,,20250507,234103,3057783758942791,42918.49,INR,606.41,2499.26,C,003,2,eb9e0b4d8cd0412b806be4,20250507,X,20250501,164816,,2
400,4500000842,00050,0003,20251230,20251230,1,32.33,0,21.628,0,091642,PR03305767,00067,R,Q680437670,660,3,20251203,1044277880,SR997839,,21.628,10.702,BATCH9751,VEND_BATCH203076,X,V777,3,32.33,20251230,20251228,20251230,113546,20251228,213537,20251227,140611,20251230,125451,20251231,003625,7,,20251230,053908,2514163727690524,29040.18,INR,18094.42,2644.39,C,002,1,6c9ffb64b4a84ba3b852e5,20251230,,20251203,042500,X,1
400,4500000843,00010,0001,20251102,20251102,1,224.582,0,197.585,0,093427,PR53352249,00016,F,Q129045895,969,2,20250930,4121697286,SR238693,,197.585,26.997,BATCH8823,VEND_BATCH992912,,V886,3,224.582,20251102,20251029,20251102,201318,20251031,012159,20251030,135025,20251102,233212,20251103,113339,2,X,20251102,081459,8707837815927375,31238.72,INR,15661.46,3944.53,A,002,1,d5febdbd672343f69d0d5e,20251102,X,20250930,160130,,2
400,4500000843,00010,0002,20250608,20250608,1,224.582,0,212.491,0,021640,PR23419194,00059,B,Q119119966,972,1,20250501,6185853254,SR944674,X,212.491,12.091,BATCH4627,VEND_BATCH911097,,V912,2,224.582,20250608,20250604,20250608,232019,20250606,054127,20250605,230426,20250608,010253,20250609,031728,9,,20250608,040042,9537146253737746,10298.02,INR,7586.75,3681.68,A,003,2,d9504aab570544c6bbb554,20250608,X,20250501,012619,X,4
200,4500000843,00020,0001,20250805,20250805,1,108.576,0,87.004,0,080559,PR44534068,00090,R,Q745531861,944,1,20250702,6304339786,SR558723,,87.004,21.572,BATCH1620,VEND_BATCH838612,,V334,1,108.576,20250805,20250731,20250805,124459,20250803,025817,20250802,051416,20250805,034158,20250806,213358,0,X,20250805,195253,7229097605579003,48512.67,INR,14350.65,2390.98,B,001,1,47f87c17dd404b3b993892,20250805,,20250702,131251,,1
400,4500000843,00030,0001,20250505,20250505,2,164.118,0,140.834,0,123052,PR07590373,00047,F,Q216621264,299,2,20250421,5547122563,SR550695,,140.834,23.284,BATCH1774,VEND_BATCH434611,,V233,2,164.118,20250505,20250502,20250505,232832,20250503,080458,20250502,111216,20250505,043522,20250506,050641,10,X,20250505,104715,3054492472214703,1726.88,INR,19421.74,1477.36,A,003,2,c19970f4bd03479f962bcf,20250505,,20250421,015305,,1
200,4500000843,00030,0002,20251111,20251111,2,164.118,0,68.569,0,215322,PR93308290,00048,R,Q691961480,963,1,20251027,4704264969,SR758550,X,68.569,95.549,BATCH5677,VEND_BATCH956367,,V738,2,164.118,20251111,20251110,20251111,161649,20251109,173527,20251108,202748,20251111,032642,20251112,094014,3,X,20251111,015132,7088566571032709,26813.39,INR,13510.15,293.39,C,002,2,63d903f14b0442f0ab5787,20251111,,20251027,205346,X,3
400,4500000843,00040,0001,20250712,20250712,1,115.121,0,87.656,0,064931,PR36946191,00044,F,Q659152408,585,3,20250618,4564084171,SR088246,,87.656,27.465,BATCH1153,VEND_BATCH280589,X,V008,1,115.121,20250712,20250708,20250712,161224,20250710,101022,20250709,050031,20250712,041747,20250713,214959,3,,20250712,052028,6293506202345715,19244.34,INR,9394.73,2424.25,C,002,1,84a1547745a746bc8ceaff,20250712,X,20250618,104319,,1
300,4500000843,00040,0002,20250718,20250718,1,115.121,0,84.195,0,014202,PR57973636,00059,R,Q668987607,551,1,20250603,9207037572,SR360390,X,84.195,30.926,BATCH3705,VEND_BATCH602297,,V773,3,115.121,20250718,20250716,20250718,184951,20250716,064033,20250715,085452,20250718,031440,20250719,065409,8,,20250718,081536,6742960744813052,35940.98,INR,5577.37,1067.0,B,003,2,1769bf51f32e4093badcb6,20250718,X,20250603,233126,X,3
400,4500000843,00040,0003,20250525,20250525,2,115.121,0,99.065,0,151427,PR08163377,00012,B,Q514904921,572,3,20250503,1789409643,SR408799,,99.065,16.056,BATCH2377,VEND_BATCH034036,,V572,3,115.121,20250525,20250522,20250525,200340,20250523,164900,20250522,052310,20250525,234814,20250526,022429,10,X,20250525,231924,9434810064246230,43179.62,INR,15289.19,1705.33,A,003,2,281a50d5e5674c6fb1a19b,20250525,,20250503,103248,X,3
100,4500000843,00050,0001,20260219,20260219,2,236.161,0,153.252,0,173607,PR15551568,00043,F,Q604783527,642,1,20260117,2741179773,SR160880,X,153.252,82.909,BATCH3394,VEND_BATCH419166,X,V233,3,236.161,20260219,20260218,20260219,042827,20260217,011441,20260216,102627,20260219,221155,20260220,050432,4,,20260219,080916,8269258359588401,5076.37,INR,7886.61,495.28,A,002,2,0d8265f77ac94314afa3ba,20260219,,20260117,212301,,5
200,4500000843,00050,0002,20250722,20250722,1,236.161,0,204.957,0,142039,PR99465428,00076,R,Q481040516,537,1,20250619,1841115135,SR395021,,204.957,31.204,BATCH7857,VEND_BATCH352725,,V003,3,236.161,20250722,20250721,20250722,013123,20250720,164042,20250719,145810,20250722,195650,20250723,235138,4,X,20250722,023359,3498015448851519,6060.53,INR,17319.63,330.65,B,003,1,85be7ec711814831962e41,20250722,,20250619,192324,X,1
300,4500000844,00010,0001,20260207,20260207,2,449.235,0,403.026,0,012024,PR19419582,00079,B,Q310188406,479,0,20260103,4764518281,SR771782,,403.026,46.209,BATCH7877,VEND_BATCH369866,X,V172,3,449.235,20260207,20260203,20260207,074733,20260205,201845,20260204,031148,20260207,034733,20260208,165231,4,X,20260207,233207,7281329272831366,19951.7,INR,12581.66,1569.69,B,001,2,58b8819d42fe40c894f1b1,20260207,,20260103,135609,X,3
300,4500000844,00020,0001,20250526,20250526,2,219.001,0,143.702,0,225814,PR02161682,00087,F,Q683497023,860,0,20250504,4182500681,SR253897,X,143.702,75.299,BATCH0112,VEND_BATCH689154,X,V325,3,219.001,20250526,20250522,20250526,081125,20250524,143220,20250523,154659,20250526,070419,20250527,032912,5,X,20250526,233233,1773127343283003,2860.01,INR,17321.53,441.24,B,003,2,6966f9de2e1642988b52e0,20250526,,20250504,073225,,2
200,4500000844,00020,0002,20250703,20250703,1,219.001,0,95.433,0,205210,PR53565867,00022,R,Q444504146,964,2,20250531,3173601131,SR766787,,95.433,123.568,BATCH7698,VEND_BATCH940661,,V412,1,219.001,20250703,20250702,20250703,121856,20250701,092719,20250630,163921,20250703,161828,20250704,063516,3,X,20250703,001721,1403277688533755,18095.09,INR,8027.68,1327.77,C,001,2,6ad0c653124d46b4a668a8,20250703,X,20250531,073850,,4
300,4500000844,00030,0001,20250715,20250715,1,62.549,0,41.486,0,055605,PR31587058,00055,F,Q805701192,039,0,20250708,2310993511,SR930346,,41.486,21.063,BATCH9698,VEND_BATCH531946,X,V483,3,62.549,20250715,20250710,20250715,084842,20250713,223054,20250712,235650,20250715,181515,20250716,194735,0,X,20250715,195907,8984285146035880,28013.27,INR,15149.72,2042.85,B,003,1,6462db37ebbd43c3938ebb,20250715,,20250708,224606,X,0
400,4500000844,00030,0002,20250815,20250815,1,62.549,0,36.407,0,092354,PR08353236,00070,B,Q559622902,145,0,20250802,4654648116,SR078211,,36.407,26.142,BATCH7259,VEND_BATCH987965,,V166,3,62.549,20250815,20250810,20250815,214402,20250813,042714,20250812,090029,20250815,132549,20250816,173436,4,X,20250815,085510,3701391143509627,20438.34,INR,7408.23,2435.1,B,002,2,e134a416460446398f6c51,20250815,X,20250802,195605,,1
300,4500000844,00030,0003,20250912,20250912,2,62.549,0,55.006,0,080732,PR18259218,00032,B,Q904640951,525,0,20250829,2787705350,SR491785,X,55.006,7.543,BATCH0227,VEND_BATCH352629,,V428,3,62.549,20250912,20250907,20250912,043448,20250910,003558,20250909,141839,20250912,012209,20250913,032454,4,,20250912,235051,3841701249856057,21714.8,INR,14872.35,3812.54,C,003,2,fac667cf66d64dbe807f20,20250912,,20250829,151505,,4
100,4500000844,00040,0001,20251109,20251109,1,255.286,0,147.332,0,163231,PR79373159,00029,B,Q639350885,871,3,20251012,9237415033,SR938846,,147.332,107.954,BATCH5033,VEND_BATCH346230,,V018,3,255.286,20251109,20251104,20251109,202034,20251107,150507,20251106,120404,20251109,090155,20251110,103251,1,X,20251109,205423,7986342581770525,21735.94,INR,3662.05,3985.83,A,003,1,4525dd13a4884fe4b276fd,20251109,X,20251012,041114,,4
300,4500000844,00050,0001,20250814,20250814,2,180.761,0,125.626,0,010011,PR79740053,00075,F,Q683307113,310,3,20250708,2812593990,SR876760,,125.626,55.135,BATCH5348,VEND_BATCH093192,,V806,2,180.761,20250814,20250813,20250814,095811,20250812,152035,20250811,035601,20250814,120032,20250815,022900,3,,20250814,221339,7998036320023450,3509.69,INR,6390.38,2917.66,B,003,1,a8e85bd1c97b4061b63b9c,20250814,,20250708,120200,X,0
200,4500000845,00010,0001,20251107,20251107,2,44.155,0,28.224,0,022526,PR95737219,00079,F,Q704008711,348,0,20251101,8585525983,SR278767,,28.224,15.931,BATCH3294,VEND_BATCH535466,,V188,2,44.155,20251107,20251104,20251107,171559,20251105,054005,20251104,122142,20251107,010325,20251108,173750,6,,20251107,044421,1367550444604083,29697.69,INR,17241.03,2378.34,B,001,1,2be992e1f01e4882942c62,20251107,,20251101,024432,,2
100,4500000845,00010,0002,20250621,20250621,1,44.155,0,28.727,0,072900,PR48754959,00036,B,Q552149630,827,1,20250531,4757406498,SR144273,,28.727,15.428,BATCH6884,VEND_BATCH216915,,V916,2,44.155,20250621,20250617,20250621,212115,20250619,190813,20250618,072735,20250621,221807,20250622,034807,10,X,20250621,042520,5998219399770900,49587.86,INR,4148.34,613.99,B,002,2,b12d2b44bc134f07935233,20250621,,20250531,020943,X,3
400,4500000845,00010,0003,20260319,20260319,1,44.155,0,21.35,0,094452,PR05934721,00080,B,Q183892747,778,3,20260206,3791731604,SR242834,,21.35,22.805,BATCH9423,VEND_BATCH502724,,V781,1,44.155,20260319,20260316,20260319,001133,20260317,030523,20260316,105811,20260319,022315,20260320,233134,0,,20260319,050137,5531393302080924,21131.22,INR,7613.15,2707.5,B,001,2,4dd2d5a952044683b767f3,20260319,,20260206,053020,X,2
300,4500000845,00020,0001,20260307,20260307,2,56.849,0,51.878,0,034608,PR57586496,00027,F,Q723230999,884,0,20260130,1019698370,SR789297,X,51.878,4.971,BATCH2198,VEND_BATCH014333,,V017,2,56.849,20260307,20260303,20260307,121903,20260305,075609,20260304,043027,20260307,231904,20260308,101215,7,,20260307,184739,5951216423630571,35037.8,INR,9309.75,4128.98,B,002,1,1303dcc6ada743ff89ac36,20260307,,20260130,102508,,0
200,4500000845,00020,0002,20251107,20251107,2,56.849,0,40.604,0,085153,PR56948821,00058,R,Q102373643,965,2,20250930,6568191452,SR161471,,40.604,16.245,BATCH5014,VEND_BATCH959763,X,V424,3,56.849,20251107,20251106,20251107,230039,20251105,150403,20251104,074120,20251107,020832,20251108,203612,8,,20251107,213823,9880055333517515,8675.34,INR,2001.52,3524.0,C,003,2,61ce6b0b9f5b4cc791be50,20251107,X,20250930,093055,,3
400,4500000845,00020,0003,20250730,20250730,1,56.849,0,28.233,0,173659,PR88471815,00047,F,Q071866059,827,2,20250619,4753678461,SR962127,X,28.233,28.616,BATCH9006,VEND_BATCH676751,X,V412,2,56.849,20250730,20250727,20250730,170435,20250728,012441,20250727,225950,20250730,074655,20250731,234821,2,X,20250730,203107,4569052433358340,4987.81,INR,16733.53,1813.66,B,003,1,fa4b0565c3c148b28b79a8,20250730,,20250619,064054,X,4
200,4500000845,00030,0001,20251001,20251001,1,76.341,0,51.538,0,080302,PR87926321,00090,F,Q124747294,169,2,20250831,9516238126,SR430720,X,51.538,24.803,BATCH7402,VEND_BATCH686324,X,V012,2,76.341,20251001,20250929,20251001,181155,20250929,170145,20250928,021528,20251001,144925,20251002,224002,9,,20251001,104440,9033520041607549,23997.12,INR,10325.06,2096.0,C,002,2,b82d1e89b32544c2824c11,20251001,,20250831,072114,,4
300,4500000845,00030,0002,20250501,20250501,1,76.341,0,64.26,0,000949,PR02301038,00046,R,Q887924300,356,2,20250422,6480574902,SR619353,,64.26,12.081,BATCH1119,VEND_BATCH754413,,V210,2,76.341,20250501,20250428,20250501,165431,20250429,110311,20250428,042757,20250501,033318,20250502,194305,5,,20250501,090820,3317907545422569,31349.85,INR,9210.57,4083.86,A,002,1,8a3c1f7d50da4f82ae805d,20250501,,20250422,062537,,5
100,4500000845,00040,0001,20250902,20250902,2,157.167,0,108.292,0,054842,PR19117609,00060,R,Q278931566,229,1,20250723,9586111671,SR816764,X,108.292,48.875,BATCH7347,VEND_BATCH160801,X,V236,3,157.167,20250902,20250828,20250902,111801,20250831,223120,20250830,183217,20250902,003456,20250903,051116,7,,20250902,102659,3438324514472050,29071.25,INR,6343.75,813.24,A,002,2,d75718d0bedc4a71bce7f6,20250902,,20250723,191634,,5
400,4500000845,00050,0001,20250714,20250714,2,25.776,0,12.232,0,074203,PR35759556,00016,R,Q660809779,391,3,20250605,5639006089,SR153521,,12.232,13.544,BATCH4046,VEND_BATCH771404,,V249,3,25.776,20250714,20250709,20250714,133952,20250712,130245,20250711,220111,20250714,122746,20250715,025131,9,X,20250714,135844,1070721339730625,47524.54,INR,16107.73,4560.55,B,003,2,9893ac99062a4c9b99a731,20250714,,20250605,141142,,2
100,4500000845,00050,0002,20250623,20250623,2,25.776,0,14.262,0,195821,PR87412199,00035,B,Q376412251,444,2,20250513,3723377557,SR613875,X,14.262,11.514,BATCH6523,VEND_BATCH505614,,V735,3,25.776,20250623,20250619,20250623,032659,20250621,010731,20250620,114452,20250623,052214,20250624,033255,7,,20250623,205223,3600787058436753,31642.35,INR,18535.61,4986.96,A,002,1,157089cbf7d04b3e9b89ac,20250623,,20250513,191241,X,3
300,4500000845,00050,0003,20250318,20250318,1,25.776,0,13.971,0,012218,PR08023303,00048,B,Q233616483,584,3,20250212,8355245883,SR665902,,13.971,11.805,BATCH8751,VEND_BATCH800416,X,V127,2,25.776,20250318,20250317,20250318,210629,20250316,035301,20250315,030618,20250318,145431,20250319,150831,3,X,20250318,014047,1283455283963097,9301.76,INR,17510.17,925.3,B,001,1,dbd69c71ebab418a8e177d,20250318,X,20250212,175005,X,5
200,4500000846,00010,0001,20251128,20251128,1,388.886,0,366.187,0,190814,PR00936696,00017,B,Q263465111,006,1,20251114,9972845743,SR441146,X,366.187,22.699,BATCH2779,VEND_BATCH177152,X,V841,2,388.886,20251128,20251123,20251128,123550,20251126,223745,20251125,083126,20251128,144206,20251129,061335,3,X,20251128,085849,9302853040896128,11422.59,INR,7557.32,1984.81,C,003,2,7c9df2180f0c49498fe906,20251128,,20251114,043510,,2
400,4500000846,00020,0001,20251103,20251103,2,202.363,0,198.056,0,155641,PR66704631,00014,B,Q993586353,349,0,20251027,4442442866,SR271553,,198.056,4.307,BATCH3932,VEND_BATCH964155,X,V820,1,202.363,20251103,20251031,20251103,013133,20251101,160131,20251031,154849,20251103,021823,20251104,220449,5,,20251103,144501,6673897629095091,45606.0,INR,19441.33,4057.44,B,003,1,9460e778bef847b8a47be0,20251103,,20251027,005236,,2
400,4500000846,00020,0002,20251020,20251020,2,202.363,0,144.09,0,050857,PR41379664,00058,B,Q616831917,779,0,20250923,7766740329,SR706939,X,144.09,58.273,BATCH9068,VEND_BATCH762501,,V753,1,202.363,20251020,20251015,20251020,003611,20251018,213047,20251017,063122,20251020,094140,20251021,235131,1,X,20251020,153214,9778893128613932,7953.67,INR,14710.42,1034.54,C,003,1,6cc88d310979414d8ddd6c,20251020,X,20250923,004848,X,5
100,4500000846,00030,0001,20251018,20251018,1,127.552,0,55.192,0,151143,PR65475332,00037,B,Q535440103,725,1,20250916,2847357942,SR634750,,55.192,72.36,BATCH4889,VEND_BATCH196079,X,V430,1,127.552,20251018,20251015,20251018,131940,20251016,010311,20251015,225534,20251018,081837,20251019,133652,10,X,20251018,071812,4439226559929771,38541.11,INR,5056.02,2218.47,C,002,1,9342f759809946faa21f9c,20251018,,20250916,171625,,0
400,4500000846,00030,0002,20251114,20251114,1,127.552,0,121.436,0,055758,PR79088650,00078,R,Q806015360,724,1,20251022,4096441519,SR800569,,121.436,6.116,BATCH2254,VEND_BATCH723433,,V352,2,127.552,20251114,20251113,20251114,140211,20251112,195307,20251111,051645,20251114,155404,20251115,084313,8,X,20251114,051557,2324465238855541,1641.5,INR,13411.65,1321.98,A,001,2,f08994238d814b568a061c,20251114,,20251022,094454,,5
400,4500000846,00040,0001,20250520,20250520,2,97.057,0,55.603,0,124149,PR39099433,00065,F,Q884064750,380,2,20250412,7248814340,SR449243,X,55.603,41.454,BATCH0545,VEND_BATCH378982,X,V697,3,97.057,20250520,20250515,20250520,065919,20250518,170739,20250517,150502,20250520,192051,20250521,044814,1,X,20250520,101216,8206371462515612,5373.61,INR,15976.02,3227.83,A,001,2,cb101034eb0b4e1d98f01d,20250520,X,20250412,131806,,1
300,4500000846,00050,0001,20250601,20250601,1,454.404,0,374.517,0,183314,PR46911419,00085,F,Q600243882,069,1,20250514,1474174688,SR362784,X,374.517,79.887,BATCH3123,VEND_BATCH640438,X,V332,2,454.404,20250601,20250528,20250601,074100,20250530,140616,20250529,033024,20250601,040759,20250602,044822,9,,20250601,094501,4016946237622980,48555.73,INR,5782.69,4660.85,B,002,2,52d0a94b5bce42d9bd5a2e,20250601,X,20250514,193840,X,2
400,4500000847,00010,0001,20250607,20250607,2,137.079,0,74.814,0,235407,PR03442201,00011,F,Q901858497,401,2,20250506,9650876291,SR487269,,74.814,62.265,BATCH7672,VEND_BATCH480315,,V169,2,137.079,20250607,20250602,20250607,030938,20250605,022344,20250604,012751,20250607,110735,20250608,004731,6,,20250607,065413,5952701677502299,29704.53,INR,7368.42,1586.55,A,003,1,9dbbaf0c1d3f4af198c61e,20250607,X,20250506,162014,,1
300,4500000847,00010,0002,20250324,20250324,1,137.079,0,86.441,0,024639,PR91375330,00058,B,Q180234020,093,2,20250309,4423074542,SR246665,,86.441,50.638,BATCH5098,VEND_BATCH076142,X,V468,3,137.079,20250324,20250321,20250324,201738,20250322,132813,20250321,162435,20250324,145859,20250325,225810,10,X,20250324,222245,9087382539374631,32371.21,INR,7232.1,4136.54,B,001,1,c28526a2bf2d45ecae7cc0,20250324,X,20250309,144748,,5
300,4500000847,00010,0003,20250703,20250703,2,137.079,0,70.404,0,201010,PR48501425,00067,R,Q091686951,242,0,20250519,2503269790,SR351496,X,70.404,66.675,BATCH6754,VEND_BATCH882394,X,V250,3,137.079,20250703,20250629,20250703,173615,20250701,204949,20250630,051003,20250703,124800,20250704,212808,4,X,20250703,130045,7313419440892328,30635.8,INR,15784.52,868.9,A,003,2,966321a1b82d4441b68d55,20250703,,20250519,000645,,3
200,4500000847,00020,0001,20250901,20250901,1,151.886,0,123.479,0,053023,PR87717629,00090,F,Q233276095,122,2,20250812,8913514320,SR525150,,123.479,28.407,BATCH5741,VEND_BATCH471600,X,V474,1,151.886,20250901,20250829,20250901,220035,20250830,143909,20250829,092917,20250901,075141,20250902,022634,10,X,20250901,102855,8670658345295727,28586.68,INR,15983.94,179.26,B,001,1,e2ff6b56d1bd410fa586b5,20250901,,20250812,200041,X,4
100,4500000847,00020,0002,20260206,20260206,2,151.886,0,99.865,0,134957,PR22973137,00026,R,Q080982116,686,3,20260111,3857011815,SR321080,X,99.865,52.021,BATCH6179,VEND_BATCH044619,,V069,2,151.886,20260206,20260203,20260206,084758,20260204,130331,20260203,073509,20260206,005438,20260207,094238,0,X,20260206,204203,8665569974508793,32584.95,INR,7248.53,173.48,C,002,2,a623c559989a42fd86eee7,20260206,X,20260111,202802,,2
100,4500000847,00020,0003,20250909,20250909,2,151.886,0,63.624,0,213039,PR53671811,00088,R,Q423163993,287,2,20250819,8034472620,SR430563,,63.624,88.262,BATCH7325,VEND_BATCH178151,,V095,1,151.886,20250909,20250908,20250909,133628,20250907,231202,20250906,112352,20250909,162416,20250910,130130,5,X,20250909,154035,6939452523761237,5112.25,INR,7407.14,1468.11,B,002,1,14523bc621aa43388f6f3d,20250909,X,20250819,052451,X,3
200,4500000847,00030,0001,20260215,20260215,2,53.539,0,29.355,0,012111,PR52573589,00011,B,Q922393388,545,1,20260131,2168814160,SR188603,X,29.355,24.184,BATCH2614,VEND_BATCH060257,,V684,1,53.539,20260215,20260212,20260215,132058,20260213,051700,20260212,083242,20260215,095457,20260216,034443,4,X,20260215,153250,7665192069739530,16620.86,INR,1214.11,584.51,C,002,1,c088505a80324f35813b3b,20260215,X,20260131,224013,X,0
100,4500000847,00040,0001,20250408,20250408,2,135.566,0,63.555,0,062457,PR73393610,00016,B,Q283346958,597,0,20250401,8898630296,SR443746,,63.555,72.011,BATCH3381,VEND_BATCH334987,X,V101,2,135.566,20250408,20250407,20250408,175031,20250406,084859,20250405,023641,20250408,163821,20250409,030449,4,X,20250408,121458,5177611112280939,44045.02,INR,9806.87,2134.48,A,002,2,5737e2066dc54d29b9b404,20250408,X,20250401,132414,X,2
300,4500000847,00040,0002,20250228,20250228,2,135.566,0,102.163,0,190424,PR21963757,00025,F,Q353237229,828,2,20250219,3059859735,SR744144,X,102.163,33.403,BATCH3474,VEND_BATCH536614,X,V607,1,135.566,20250228,20250224,20250228,213754,20250226,012917,20250225,034740,20250228,225756,20250301,075933,0,X,20250228,034204,7890440738882744,2107.35,INR,11020.18,4237.83,C,002,1,aff7d9bf658c425db2e9ed,20250228,,20250219,000005,,2
